label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;subcooling;subcooling_set
condenser 1;Condenser;[];[];[];[];[];['pr2', 'ttd_u'];['zeta2', 'kA_char'];nan;False;False;-3989757.541810361;False;False;288821.6792723592;False;False;13.81391297170603;False;False;4.999999999993349;True;False;29.535783361721315;False;False;0.99;True;False;0.99;True;False;195585.0893165416;False;False;8454.229670077431;False;False;0x0000022ED72508B0;False;m;0x0000022ED7250430;False;m;False;True
