label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param
evaporator 1;HeatExchanger;[];[];[];[];[];['pr1', 'ttd_l'];['zeta1', 'kA_char'];nan;False;False;-2736662.721450653;False;False;235877.59459098848;False;False;11.60204607900985;False;False;22.214500285515214;False;False;5.06721793647165;True;False;0.64;True;False;0.9899999999999998;True;False;129214.95099736853;False;False;12072.300053931642;False;False;0x0000022ED723CD90;False;m;0x0000022ED723C9D0;False;m
