label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;eta_s_char;eta_s_char_set;eta_s_char_param;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map_eta_s;char_map_eta_s_set;char_map_eta_s_param;char_map_eta_s_group;char_map_pr;char_map_pr_set;char_map_pr_param;char_map_pr_group
compressor 1;Compressor;[];[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;1194884.4831953296;False;False;0.7999999999999898;True;False;0x0000025DFFB99760;False;m;6.736554574938073;False;False;0;False;False;0x0000025DFFB99340;False;nan;default;0x0000025DFFB99310;False;nan;default
